minbucket	cp	max_depth	min_split	ganancia_promedio
25	0.1	8	2000	0
25	0.1	8	1000	0
25	0.1	8	800	0
25	0.1	8	600	0
25	0.1	8	400	0
25	0.1	8	200	0
25	0.1	8	100	0
25	0.1	8	50	0
25	0.1	8	20	0
25	0.1	8	10	0
25	0.1	10	2000	0
25	0.1	10	1000	0
25	0.1	10	800	0
25	0.1	10	600	0
25	0.1	10	400	0
25	0.1	10	200	0
25	0.1	10	100	0
25	0.1	10	50	0
25	0.1	10	20	0
25	0.1	10	10	0
25	0.1	12	2000	0
25	0.1	12	1000	0
25	0.1	12	800	0
25	0.1	12	600	0
25	0.1	12	400	0
25	0.1	12	200	0
25	0.1	12	100	0
25	0.1	12	50	0
25	0.1	12	20	0
25	0.1	12	10	0
25	0.1	16	2000	0
25	0.1	16	1000	0
25	0.1	16	800	0
25	0.1	16	600	0
25	0.1	16	400	0
25	0.1	16	200	0
25	0.1	16	100	0
25	0.1	16	50	0
25	0.1	16	20	0
25	0.1	16	10	0
25	0.1	20	2000	0
25	0.1	20	1000	0
25	0.1	20	800	0
25	0.1	20	600	0
25	0.1	20	400	0
25	0.1	20	200	0
25	0.1	20	100	0
25	0.1	20	50	0
25	0.1	20	20	0
25	0.1	20	10	0
25	0.1	50	2000	0
25	0.1	50	1000	0
25	0.1	50	800	0
25	0.1	50	600	0
25	0.1	50	400	0
25	0.1	50	200	0
25	0.1	50	100	0
25	0.1	50	50	0
25	0.1	50	20	0
25	0.1	50	10	0
25	0.1	750	2000	0
25	0.1	750	1000	0
25	0.1	750	800	0
25	0.1	750	600	0
25	0.1	750	400	0
25	0.1	750	200	0
25	0.1	750	100	0
25	0.1	750	50	0
25	0.1	750	20	0
25	0.1	750	10	0
25	0.1	1000	2000	0
25	0.1	1000	1000	0
25	0.1	1000	800	0
25	0.1	1000	600	0
25	0.1	1000	400	0
25	0.1	1000	200	0
25	0.1	1000	100	0
25	0.1	1000	50	0
25	0.1	1000	20	0
25	0.1	1000	10	0
25	0.2	4	2000	0
25	0.2	4	1000	0
25	0.2	4	800	0
25	0.2	4	600	0
25	0.2	4	400	0
25	0.2	4	200	0
25	0.2	4	100	0
25	0.2	4	50	0
25	0.2	4	20	0
25	0.2	4	10	0
25	0.2	6	2000	0
25	0.2	6	1000	0
25	0.2	6	800	0
25	0.2	6	600	0
25	0.2	6	400	0
25	0.2	6	200	0
25	0.2	6	100	0
25	0.2	6	50	0
25	0.2	6	20	0
25	0.2	6	10	0
25	0.2	8	2000	0
25	0.2	8	1000	0
25	0.2	8	800	0
25	0.2	8	600	0
25	0.2	8	400	0
25	0.2	8	200	0
25	0.2	8	100	0
25	0.2	8	50	0
25	0.2	8	20	0
25	0.2	8	10	0
25	0.2	10	2000	0
25	0.2	10	1000	0
25	0.2	10	800	0
25	0.2	10	600	0
25	0.2	10	400	0
25	0.2	10	200	0
25	0.2	10	100	0
25	0.2	10	50	0
25	0.2	10	20	0
25	0.2	10	10	0
25	0.2	12	2000	0
25	0.2	12	1000	0
25	0.2	12	800	0
25	0.2	12	600	0
25	0.2	12	400	0
25	0.2	12	200	0
25	0.2	12	100	0
25	0.2	12	50	0
25	0.2	12	20	0
25	0.2	12	10	0
25	0.2	16	2000	0
25	0.2	16	1000	0
25	0.2	16	800	0
25	0.2	16	600	0
25	0.2	16	400	0
25	0.2	16	200	0
25	0.2	16	100	0
25	0.2	16	50	0
25	0.2	16	20	0
25	0.2	16	10	0
25	0.2	20	2000	0
25	0.2	20	1000	0
25	0.2	20	800	0
25	0.2	20	600	0
25	0.2	20	400	0
25	0.2	20	200	0
25	0.2	20	100	0
25	0.2	20	50	0
25	0.2	20	20	0
25	0.2	20	10	0
25	0.2	50	2000	0
25	0.2	50	1000	0
25	0.2	50	800	0
25	0.2	50	600	0
25	0.2	50	400	0
25	0.2	50	200	0
25	0.2	50	100	0
25	0.2	50	50	0
25	0.2	50	20	0
25	0.2	50	10	0
25	0.2	750	2000	0
25	0.2	750	1000	0
25	0.2	750	800	0
25	0.2	750	600	0
25	0.2	750	400	0
25	0.2	750	200	0
25	0.2	750	100	0
25	0.2	750	50	0
25	0.2	750	20	0
25	0.2	750	10	0
25	0.2	1000	2000	0
25	0.2	1000	1000	0
25	0.2	1000	800	0
25	0.2	1000	600	0
25	0.2	1000	400	0
25	0.2	1000	200	0
25	0.2	1000	100	0
25	0.2	1000	50	0
25	0.2	1000	20	0
25	0.2	1000	10	0
75	-0.5	4	2000	9116667
75	-0.5	4	1000	8786667
75	-0.5	4	800	8786667
75	-0.5	4	600	8786667
75	-0.5	4	400	8786667
75	-0.5	4	200	8786667
75	-0.5	4	100	8786667
75	-0.5	4	50	8786667
75	-0.5	4	20	8786667
75	-0.5	4	10	8786667
75	-0.5	6	2000	9776667
75	-0.5	6	1000	9870000
75	-0.5	6	800	9870000
75	-0.5	6	600	9796667
75	-0.5	6	400	10250000
75	-0.5	6	200	10250000
75	-0.5	6	100	10136667
75	-0.5	6	50	10136667
75	-0.5	6	20	10136667
75	-0.5	6	10	10136667
75	-0.5	8	2000	9496667
75	-0.5	8	1000	9156667
75	-0.5	8	800	9360000
75	-0.5	8	600	8820000
75	-0.5	8	400	6576667
75	-0.5	8	200	5816667
75	-0.5	8	100	5316667
75	-0.5	8	50	5316667
75	-0.5	8	20	5316667
75	-0.5	8	10	5316667
75	-0.5	10	2000	9496667
75	-0.5	10	1000	9346667
75	-0.5	10	800	9603333
75	-0.5	10	600	9443333
75	-0.5	10	400	6353333
75	-0.5	10	200	6603333
75	-0.5	10	100	5663333
75	-0.5	10	50	5663333
75	-0.5	10	20	5663333
75	-0.5	10	10	5663333
75	-0.5	12	2000	9336667
75	-0.5	12	1000	9186667
75	-0.5	12	800	9330000
75	-0.5	12	600	9026667
75	-0.5	12	400	5893333
75	-0.5	12	200	5593333
75	-0.5	12	100	4450000
75	-0.5	12	50	4450000
75	-0.5	12	20	4450000
75	-0.5	12	10	4450000
75	-0.5	16	2000	9336667
75	-0.5	16	1000	9186667
75	-0.5	16	800	9330000
75	-0.5	16	600	9026667
75	-0.5	16	400	5773333
75	-0.5	16	200	5473333
75	-0.5	16	100	4423333
75	-0.5	16	50	4423333
75	-0.5	16	20	4423333
75	-0.5	16	10	4423333
75	-0.5	20	2000	9336667
75	-0.5	20	1000	9070000
75	-0.5	20	800	9213333
75	-0.5	20	600	8910000
75	-0.5	20	400	5656667
75	-0.5	20	200	5356667
75	-0.5	20	100	4306667
75	-0.5	20	50	4306667
75	-0.5	20	20	4306667
75	-0.5	20	10	4306667
75	-0.5	50	2000	9336667
75	-0.5	50	1000	9070000
75	-0.5	50	800	9213333
75	-0.5	50	600	8910000
75	-0.5	50	400	5656667
75	-0.5	50	200	5356667
75	-0.5	50	100	4306667
75	-0.5	50	50	4306667
75	-0.5	50	20	4306667
75	-0.5	50	10	4306667
75	-0.5	750	2000	9336667
75	-0.5	750	1000	9070000
75	-0.5	750	800	9213333
75	-0.5	750	600	8910000
75	-0.5	750	400	5656667
75	-0.5	750	200	5356667
75	-0.5	750	100	4306667
75	-0.5	750	50	4306667
75	-0.5	750	20	4306667
75	-0.5	750	10	4306667
75	-0.5	1000	2000	9336667
75	-0.5	1000	1000	9070000
75	-0.5	1000	800	9213333
75	-0.5	1000	600	8910000
75	-0.5	1000	400	5656667
75	-0.5	1000	200	5356667
75	-0.5	1000	100	4306667
75	-0.5	1000	50	4306667
75	-0.5	1000	20	4306667
75	-0.5	1000	10	4306667
75	-0.4	4	2000	9116667
75	-0.4	4	1000	8786667
75	-0.4	4	800	8786667
75	-0.4	4	600	8786667
75	-0.4	4	400	8786667
75	-0.4	4	200	8786667
75	-0.4	4	100	8786667
75	-0.4	4	50	8786667
75	-0.4	4	20	8786667
75	-0.4	4	10	8786667
75	-0.4	6	2000	9776667
75	-0.4	6	1000	9870000
75	-0.4	6	800	9870000
75	-0.4	6	600	9796667
75	-0.4	6	400	10250000
75	-0.4	6	200	10250000
75	-0.4	6	100	10136667
75	-0.4	6	50	10136667
75	-0.4	6	20	10136667
75	-0.4	6	10	10136667
75	-0.4	8	2000	9496667
75	-0.4	8	1000	9156667
75	-0.4	8	800	9360000
75	-0.4	8	600	8820000
75	-0.4	8	400	6576667
75	-0.4	8	200	5816667
75	-0.4	8	100	5316667
75	-0.4	8	50	5316667
75	-0.4	8	20	5316667
75	-0.4	8	10	5316667
75	-0.4	10	2000	9496667
75	-0.4	10	1000	9346667
75	-0.4	10	800	9603333
75	-0.4	10	600	9443333
75	-0.4	10	400	6353333
75	-0.4	10	200	6603333
75	-0.4	10	100	5663333
75	-0.4	10	50	5663333
75	-0.4	10	20	5663333
75	-0.4	10	10	5663333
75	-0.4	12	2000	9336667
75	-0.4	12	1000	9186667
75	-0.4	12	800	9330000
75	-0.4	12	600	9026667
75	-0.4	12	400	5893333
75	-0.4	12	200	5593333
75	-0.4	12	100	4450000
75	-0.4	12	50	4450000
75	-0.4	12	20	4450000
75	-0.4	12	10	4450000
75	-0.4	16	2000	9336667
75	-0.4	16	1000	9186667
75	-0.4	16	800	9330000
75	-0.4	16	600	9026667
75	-0.4	16	400	5773333
75	-0.4	16	200	5473333
75	-0.4	16	100	4423333
75	-0.4	16	50	4423333
75	-0.4	16	20	4423333
75	-0.4	16	10	4423333
75	-0.4	20	2000	9336667
75	-0.4	20	1000	9070000
75	-0.4	20	800	9213333
75	-0.4	20	600	8910000
75	-0.4	20	400	5656667
75	-0.4	20	200	5356667
75	-0.4	20	100	4306667
75	-0.4	20	50	4306667
75	-0.4	20	20	4306667
75	-0.4	20	10	4306667
75	-0.4	50	2000	9336667
75	-0.4	50	1000	9070000
75	-0.4	50	800	9213333
75	-0.4	50	600	8910000
75	-0.4	50	400	5656667
75	-0.4	50	200	5356667
75	-0.4	50	100	4306667
75	-0.4	50	50	4306667
75	-0.4	50	20	4306667
75	-0.4	50	10	4306667
75	-0.4	750	2000	9336667
75	-0.4	750	1000	9070000
75	-0.4	750	800	9213333
75	-0.4	750	600	8910000
75	-0.4	750	400	5656667
75	-0.4	750	200	5356667
75	-0.4	750	100	4306667
75	-0.4	750	50	4306667
75	-0.4	750	20	4306667
75	-0.4	750	10	4306667
75	-0.4	1000	2000	9336667
75	-0.4	1000	1000	9070000
75	-0.4	1000	800	9213333
75	-0.4	1000	600	8910000
75	-0.4	1000	400	5656667
75	-0.4	1000	200	5356667
75	-0.4	1000	100	4306667
75	-0.4	1000	50	4306667
75	-0.4	1000	20	4306667
75	-0.4	1000	10	4306667
75	-0.3	4	2000	9116667
75	-0.3	4	1000	8786667
75	-0.3	4	800	8786667
75	-0.3	4	600	8786667
75	-0.3	4	400	8786667
75	-0.3	4	200	8786667
75	-0.3	4	100	8786667
75	-0.3	4	50	8786667
75	-0.3	4	20	8786667
75	-0.3	4	10	8786667
75	-0.3	6	2000	9776667
75	-0.3	6	1000	9870000
75	-0.3	6	800	9870000
75	-0.3	6	600	9796667
75	-0.3	6	400	10250000
75	-0.3	6	200	10250000
75	-0.3	6	100	10136667
75	-0.3	6	50	10136667
75	-0.3	6	20	10136667
75	-0.3	6	10	10136667
75	-0.3	8	2000	9496667
75	-0.3	8	1000	9156667
75	-0.3	8	800	9360000
75	-0.3	8	600	8820000
75	-0.3	8	400	6576667
75	-0.3	8	200	5816667
75	-0.3	8	100	5316667
75	-0.3	8	50	5316667
75	-0.3	8	20	5316667
75	-0.3	8	10	5316667
75	-0.3	10	2000	9496667
75	-0.3	10	1000	9346667
75	-0.3	10	800	9603333
75	-0.3	10	600	9443333
75	-0.3	10	400	6353333
75	-0.3	10	200	6603333
75	-0.3	10	100	5663333
75	-0.3	10	50	5663333
75	-0.3	10	20	5663333
75	-0.3	10	10	5663333
75	-0.3	12	2000	9336667
75	-0.3	12	1000	9186667
75	-0.3	12	800	9330000
75	-0.3	12	600	9026667
75	-0.3	12	400	5893333
75	-0.3	12	200	5593333
75	-0.3	12	100	4450000
75	-0.3	12	50	4450000
75	-0.3	12	20	4450000
75	-0.3	12	10	4450000
75	-0.3	16	2000	9336667
75	-0.3	16	1000	9186667
75	-0.3	16	800	9330000
75	-0.3	16	600	9026667
75	-0.3	16	400	5773333
75	-0.3	16	200	5473333
75	-0.3	16	100	4423333
75	-0.3	16	50	4423333
75	-0.3	16	20	4423333
75	-0.3	16	10	4423333
75	-0.3	20	2000	9336667
75	-0.3	20	1000	9070000
75	-0.3	20	800	9213333
75	-0.3	20	600	8910000
75	-0.3	20	400	5656667
75	-0.3	20	200	5356667
75	-0.3	20	100	4306667
75	-0.3	20	50	4306667
75	-0.3	20	20	4306667
75	-0.3	20	10	4306667
75	-0.3	50	2000	9336667
75	-0.3	50	1000	9070000
75	-0.3	50	800	9213333
75	-0.3	50	600	8910000
75	-0.3	50	400	5656667
75	-0.3	50	200	5356667
75	-0.3	50	100	4306667
75	-0.3	50	50	4306667
75	-0.3	50	20	4306667
75	-0.3	50	10	4306667
75	-0.3	750	2000	9336667
75	-0.3	750	1000	9070000
75	-0.3	750	800	9213333
75	-0.3	750	600	8910000
75	-0.3	750	400	5656667
75	-0.3	750	200	5356667
75	-0.3	750	100	4306667
75	-0.3	750	50	4306667
75	-0.3	750	20	4306667
75	-0.3	750	10	4306667
75	-0.3	1000	2000	9336667
75	-0.3	1000	1000	9070000
75	-0.3	1000	800	9213333
75	-0.3	1000	600	8910000
75	-0.3	1000	400	5656667
75	-0.3	1000	200	5356667
75	-0.3	1000	100	4306667
75	-0.3	1000	50	4306667
75	-0.3	1000	20	4306667
75	-0.3	1000	10	4306667
75	-0.2	4	2000	9116667
75	-0.2	4	1000	8786667
75	-0.2	4	800	8786667
75	-0.2	4	600	8786667
75	-0.2	4	400	8786667
75	-0.2	4	200	8786667
75	-0.2	4	100	8786667
75	-0.2	4	50	8786667
75	-0.2	4	20	8786667
75	-0.2	4	10	8786667
75	-0.2	6	2000	9776667
75	-0.2	6	1000	9870000
75	-0.2	6	800	9870000
75	-0.2	6	600	9796667
75	-0.2	6	400	10250000
75	-0.2	6	200	10250000
75	-0.2	6	100	10136667
75	-0.2	6	50	10136667
75	-0.2	6	20	10136667
75	-0.2	6	10	10136667
75	-0.2	8	2000	9496667
75	-0.2	8	1000	9156667
75	-0.2	8	800	9360000
75	-0.2	8	600	8820000
75	-0.2	8	400	6576667
75	-0.2	8	200	5816667
75	-0.2	8	100	5316667
75	-0.2	8	50	5316667
75	-0.2	8	20	5316667
75	-0.2	8	10	5316667
75	-0.2	10	2000	9496667
75	-0.2	10	1000	9346667
75	-0.2	10	800	9603333
75	-0.2	10	600	9443333
75	-0.2	10	400	6353333
75	-0.2	10	200	6603333
75	-0.2	10	100	5663333
75	-0.2	10	50	5663333
75	-0.2	10	20	5663333
75	-0.2	10	10	5663333
75	-0.2	12	2000	9336667
75	-0.2	12	1000	9186667
75	-0.2	12	800	9330000
75	-0.2	12	600	9026667
75	-0.2	12	400	5893333
75	-0.2	12	200	5593333
75	-0.2	12	100	4450000
75	-0.2	12	50	4450000
75	-0.2	12	20	4450000
75	-0.2	12	10	4450000
75	-0.2	16	2000	9336667
75	-0.2	16	1000	9186667
75	-0.2	16	800	9330000
75	-0.2	16	600	9026667
75	-0.2	16	400	5773333
75	-0.2	16	200	5473333
75	-0.2	16	100	4423333
75	-0.2	16	50	4423333
75	-0.2	16	20	4423333
75	-0.2	16	10	4423333
75	-0.2	20	2000	9336667
75	-0.2	20	1000	9070000
75	-0.2	20	800	9213333
75	-0.2	20	600	8910000
75	-0.2	20	400	5656667
75	-0.2	20	200	5356667
75	-0.2	20	100	4306667
75	-0.2	20	50	4306667
75	-0.2	20	20	4306667
75	-0.2	20	10	4306667
75	-0.2	50	2000	9336667
75	-0.2	50	1000	9070000
75	-0.2	50	800	9213333
75	-0.2	50	600	8910000
75	-0.2	50	400	5656667
75	-0.2	50	200	5356667
75	-0.2	50	100	4306667
75	-0.2	50	50	4306667
75	-0.2	50	20	4306667
75	-0.2	50	10	4306667
75	-0.2	750	2000	9336667
75	-0.2	750	1000	9070000
75	-0.2	750	800	9213333
75	-0.2	750	600	8910000
75	-0.2	750	400	5656667
75	-0.2	750	200	5356667
75	-0.2	750	100	4306667
75	-0.2	750	50	4306667
75	-0.2	750	20	4306667
75	-0.2	750	10	4306667
75	-0.2	1000	2000	9336667
75	-0.2	1000	1000	9070000
75	-0.2	1000	800	9213333
75	-0.2	1000	600	8910000
75	-0.2	1000	400	5656667
75	-0.2	1000	200	5356667
75	-0.2	1000	100	4306667
75	-0.2	1000	50	4306667
75	-0.2	1000	20	4306667
75	-0.2	1000	10	4306667
75	-0.1	4	2000	9116667
75	-0.1	4	1000	8786667
75	-0.1	4	800	8786667
75	-0.1	4	600	8786667
75	-0.1	4	400	8786667
75	-0.1	4	200	8786667
75	-0.1	4	100	8786667
75	-0.1	4	50	8786667
75	-0.1	4	20	8786667
75	-0.1	4	10	8786667
75	-0.1	6	2000	9776667
75	-0.1	6	1000	9870000
75	-0.1	6	800	9870000
75	-0.1	6	600	9796667
75	-0.1	6	400	10250000
75	-0.1	6	200	10250000
75	-0.1	6	100	10136667
75	-0.1	6	50	10136667
75	-0.1	6	20	10136667
75	-0.1	6	10	10136667
75	-0.1	8	2000	9496667
75	-0.1	8	1000	9156667
75	-0.1	8	800	9360000
75	-0.1	8	600	8820000
75	-0.1	8	400	6576667
75	-0.1	8	200	5816667
75	-0.1	8	100	5316667
75	-0.1	8	50	5316667
75	-0.1	8	20	5316667
75	-0.1	8	10	5316667
75	-0.1	10	2000	9496667
75	-0.1	10	1000	9346667
75	-0.1	10	800	9603333
75	-0.1	10	600	9443333
75	-0.1	10	400	6353333
75	-0.1	10	200	6603333
75	-0.1	10	100	5663333
75	-0.1	10	50	5663333
75	-0.1	10	20	5663333
75	-0.1	10	10	5663333
75	-0.1	12	2000	9336667
75	-0.1	12	1000	9186667
75	-0.1	12	800	9330000
75	-0.1	12	600	9026667
75	-0.1	12	400	5893333
75	-0.1	12	200	5593333
75	-0.1	12	100	4450000
75	-0.1	12	50	4450000
75	-0.1	12	20	4450000
75	-0.1	12	10	4450000
75	-0.1	16	2000	9336667
75	-0.1	16	1000	9186667
75	-0.1	16	800	9330000
75	-0.1	16	600	9026667
75	-0.1	16	400	5773333
75	-0.1	16	200	5473333
75	-0.1	16	100	4423333
75	-0.1	16	50	4423333
75	-0.1	16	20	4423333
75	-0.1	16	10	4423333
75	-0.1	20	2000	9336667
75	-0.1	20	1000	9070000
75	-0.1	20	800	9213333
75	-0.1	20	600	8910000
75	-0.1	20	400	5656667
75	-0.1	20	200	5356667
75	-0.1	20	100	4306667
75	-0.1	20	50	4306667
75	-0.1	20	20	4306667
75	-0.1	20	10	4306667
75	-0.1	50	2000	9336667
75	-0.1	50	1000	9070000
75	-0.1	50	800	9213333
75	-0.1	50	600	8910000
75	-0.1	50	400	5656667
75	-0.1	50	200	5356667
75	-0.1	50	100	4306667
75	-0.1	50	50	4306667
75	-0.1	50	20	4306667
75	-0.1	50	10	4306667
75	-0.1	750	2000	9336667
75	-0.1	750	1000	9070000
75	-0.1	750	800	9213333
75	-0.1	750	600	8910000
75	-0.1	750	400	5656667
75	-0.1	750	200	5356667
75	-0.1	750	100	4306667
75	-0.1	750	50	4306667
75	-0.1	750	20	4306667
75	-0.1	750	10	4306667
75	-0.1	1000	2000	9336667
75	-0.1	1000	1000	9070000
75	-0.1	1000	800	9213333
75	-0.1	1000	600	8910000
75	-0.1	1000	400	5656667
75	-0.1	1000	200	5356667
75	-0.1	1000	100	4306667
75	-0.1	1000	50	4306667
75	-0.1	1000	20	4306667
75	-0.1	1000	10	4306667
75	0.1	4	2000	0
75	0.1	4	1000	0
75	0.1	4	800	0
75	0.1	4	600	0
75	0.1	4	400	0
75	0.1	4	200	0
75	0.1	4	100	0
75	0.1	4	50	0
75	0.1	4	20	0
75	0.1	4	10	0
75	0.1	6	2000	0
75	0.1	6	1000	0
75	0.1	6	800	0
75	0.1	6	600	0
75	0.1	6	400	0
75	0.1	6	200	0
75	0.1	6	100	0
75	0.1	6	50	0
75	0.1	6	20	0
75	0.1	6	10	0
75	0.1	8	2000	0
75	0.1	8	1000	0
75	0.1	8	800	0
75	0.1	8	600	0
75	0.1	8	400	0
75	0.1	8	200	0
75	0.1	8	100	0
75	0.1	8	50	0
75	0.1	8	20	0
75	0.1	8	10	0
75	0.1	10	2000	0
75	0.1	10	1000	0
75	0.1	10	800	0
75	0.1	10	600	0
75	0.1	10	400	0
75	0.1	10	200	0
75	0.1	10	100	0
75	0.1	10	50	0
75	0.1	10	20	0
75	0.1	10	10	0
75	0.1	12	2000	0
75	0.1	12	1000	0
75	0.1	12	800	0
75	0.1	12	600	0
75	0.1	12	400	0
75	0.1	12	200	0
75	0.1	12	100	0
75	0.1	12	50	0
75	0.1	12	20	0
75	0.1	12	10	0
75	0.1	16	2000	0
75	0.1	16	1000	0
75	0.1	16	800	0
75	0.1	16	600	0
75	0.1	16	400	0
75	0.1	16	200	0
75	0.1	16	100	0
75	0.1	16	50	0
75	0.1	16	20	0
75	0.1	16	10	0
75	0.1	20	2000	0
75	0.1	20	1000	0
75	0.1	20	800	0
75	0.1	20	600	0
75	0.1	20	400	0
75	0.1	20	200	0
75	0.1	20	100	0
75	0.1	20	50	0
75	0.1	20	20	0
75	0.1	20	10	0
75	0.1	50	2000	0
75	0.1	50	1000	0
75	0.1	50	800	0
75	0.1	50	600	0
75	0.1	50	400	0
75	0.1	50	200	0
75	0.1	50	100	0
75	0.1	50	50	0
75	0.1	50	20	0
75	0.1	50	10	0
75	0.1	750	2000	0
75	0.1	750	1000	0
75	0.1	750	800	0
75	0.1	750	600	0
75	0.1	750	400	0
75	0.1	750	200	0
75	0.1	750	100	0
75	0.1	750	50	0
75	0.1	750	20	0
75	0.1	750	10	0
75	0.1	1000	2000	0
75	0.1	1000	1000	0
75	0.1	1000	800	0
75	0.1	1000	600	0
75	0.1	1000	400	0
75	0.1	1000	200	0
75	0.1	1000	100	0
75	0.1	1000	50	0
75	0.1	1000	20	0
75	0.1	1000	10	0
75	0.2	4	2000	0
75	0.2	4	1000	0
75	0.2	4	800	0
75	0.2	4	600	0
75	0.2	4	400	0
75	0.2	4	200	0
75	0.2	4	100	0
75	0.2	4	50	0
75	0.2	4	20	0
75	0.2	4	10	0
75	0.2	6	2000	0
75	0.2	6	1000	0
75	0.2	6	800	0
75	0.2	6	600	0
75	0.2	6	400	0
75	0.2	6	200	0
75	0.2	6	100	0
75	0.2	6	50	0
75	0.2	6	20	0
75	0.2	6	10	0
75	0.2	8	2000	0
75	0.2	8	1000	0
75	0.2	8	800	0
75	0.2	8	600	0
75	0.2	8	400	0
75	0.2	8	200	0
75	0.2	8	100	0
75	0.2	8	50	0
75	0.2	8	20	0
75	0.2	8	10	0
75	0.2	10	2000	0
75	0.2	10	1000	0
75	0.2	10	800	0
75	0.2	10	600	0
75	0.2	10	400	0
75	0.2	10	200	0
75	0.2	10	100	0
75	0.2	10	50	0
75	0.2	10	20	0
75	0.2	10	10	0
75	0.2	12	2000	0
75	0.2	12	1000	0
75	0.2	12	800	0
75	0.2	12	600	0
75	0.2	12	400	0
75	0.2	12	200	0
75	0.2	12	100	0
75	0.2	12	50	0
75	0.2	12	20	0
75	0.2	12	10	0
75	0.2	16	2000	0
75	0.2	16	1000	0
75	0.2	16	800	0
75	0.2	16	600	0
75	0.2	16	400	0
75	0.2	16	200	0
75	0.2	16	100	0
75	0.2	16	50	0
75	0.2	16	20	0
75	0.2	16	10	0
75	0.2	20	2000	0
75	0.2	20	1000	0
75	0.2	20	800	0
75	0.2	20	600	0
75	0.2	20	400	0
75	0.2	20	200	0
75	0.2	20	100	0
75	0.2	20	50	0
75	0.2	20	20	0
75	0.2	20	10	0
75	0.2	50	2000	0
75	0.2	50	1000	0
75	0.2	50	800	0
75	0.2	50	600	0
75	0.2	50	400	0
75	0.2	50	200	0
75	0.2	50	100	0
75	0.2	50	50	0
75	0.2	50	20	0
75	0.2	50	10	0
75	0.2	750	2000	0
75	0.2	750	1000	0
75	0.2	750	800	0
75	0.2	750	600	0
75	0.2	750	400	0
75	0.2	750	200	0
75	0.2	750	100	0
75	0.2	750	50	0
75	0.2	750	20	0
75	0.2	750	10	0
75	0.2	1000	2000	0
75	0.2	1000	1000	0
75	0.2	1000	800	0
75	0.2	1000	600	0
75	0.2	1000	400	0
75	0.2	1000	200	0
75	0.2	1000	100	0
75	0.2	1000	50	0
75	0.2	1000	20	0
75	0.2	1000	10	0
250	-0.5	6	1400	12353333
250	-0.5	6	1200	12353333
250	-0.5	6	900	11856667
250	-0.5	30	1400	12460000
250	-0.5	30	1200	12460000
250	-0.5	30	900	12480000
250	-0.5	1200	1400	12460000
250	-0.5	1200	1200	12460000
250	-0.5	1200	900	12480000
250	-0.05	6	1400	12353333
250	-0.05	6	1200	12353333
250	-0.05	6	900	11856667
250	-0.05	30	1400	12460000
250	-0.05	30	1200	12460000
250	-0.05	30	900	12480000
250	-0.05	1200	1400	12460000
250	-0.05	1200	1200	12460000
250	-0.05	1200	900	12480000
250	-0.005	6	1400	12353333
250	-0.005	6	1200	12353333
250	-0.005	6	900	11856667
250	-0.005	30	1400	12460000
250	-0.005	30	1200	12460000
250	-0.005	30	900	12480000
250	-0.005	1200	1400	12460000
250	-0.005	1200	1200	12460000
250	-0.005	1200	900	12480000
258	-1.00E-05	8	977	12816667
258	-1.00E-05	8	980	12816667
258	-1.00E-05	8	983	12816667
260	-1.00E-05	8	977	12816667
260	-1.00E-05	8	980	12816667
260	-1.00E-05	8	983	12816667
263	-1.00E-05	8	977	12700000
263	-1.00E-05	8	980	12700000
263	-1.00E-05	8	983	12700000
300	-0.5	4	2000	10733333
300	-0.5	4	1000	10810000
300	-0.5	4	800	10810000
300	-0.5	4	600	10810000
300	-0.5	4	400	10810000
300	-0.5	4	200	10810000
300	-0.5	4	100	10810000
300	-0.5	4	50	10810000
300	-0.5	4	20	10810000
300	-0.5	4	10	10810000
300	-0.5	6	2000	9916667
300	-0.5	6	1000	11386667
300	-0.5	6	800	10376667
300	-0.5	6	600	10463333
300	-0.5	6	400	10463333
300	-0.5	6	200	10463333
300	-0.5	6	100	10463333
300	-0.5	6	50	10463333
300	-0.5	6	20	10463333
300	-0.5	6	10	10463333
300	-0.5	8	2000	9933333
300	-0.5	8	1000	11880000
300	-0.5	8	800	10296667
300	-0.5	8	600	10590000
300	-0.5	8	400	10590000
300	-0.5	8	200	10590000
300	-0.5	8	100	10590000
300	-0.5	8	50	10590000
300	-0.5	8	20	10590000
300	-0.5	8	10	10590000
300	-0.5	10	2000	9933333
300	-0.5	10	1000	11880000
300	-0.5	10	800	10296667
300	-0.5	10	600	10590000
300	-0.5	10	400	10590000
300	-0.5	10	200	10590000
300	-0.5	10	100	10590000
300	-0.5	10	50	10590000
300	-0.5	10	20	10590000
300	-0.5	10	10	10590000
300	-0.5	12	2000	9933333
300	-0.5	12	1000	11880000
300	-0.5	12	800	10296667
300	-0.5	12	600	10590000
300	-0.5	12	400	10590000
300	-0.5	12	200	10590000
300	-0.5	12	100	10590000
300	-0.5	12	50	10590000
300	-0.5	12	20	10590000
300	-0.5	12	10	10590000
300	-0.5	16	2000	9933333
300	-0.5	16	1000	11880000
300	-0.5	16	800	10296667
300	-0.5	16	600	10590000
300	-0.5	16	400	10590000
300	-0.5	16	200	10590000
300	-0.5	16	100	10590000
300	-0.5	16	50	10590000
300	-0.5	16	20	10590000
300	-0.5	16	10	10590000
300	-0.5	20	2000	9933333
300	-0.5	20	1000	11880000
300	-0.5	20	800	10296667
300	-0.5	20	600	10590000
300	-0.5	20	400	10590000
300	-0.5	20	200	10590000
300	-0.5	20	100	10590000
300	-0.5	20	50	10590000
300	-0.5	20	20	10590000
